BacDive ID,Species,Genus,Family,Order,Class,Phylum,Domain,NCBI taxonomy ID,Cell shape,Cell length min (μm),Cell length max (μm),Cell width min (μm),Cell width max (μm),Cell volume min (μm³),Cell volume max (μm³),Average cell volume (μm³)
130271,Dyadobacter jejuensis,Dyadobacter,Spirosomaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1082580,rod-shaped,2.5,2.5,0.85,0.85,1.26,1.26,1.26
164417,Dyadobacter luteus,Dyadobacter,Spirosomaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,2259619,rod-shaped,1.4,2.3,0.5,0.6,0.24,0.59,0.415
166429,Dyadobacter luticola,Dyadobacter,Spirosomaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1979387,rod-shaped,1.2,1.5,0.2,0.3,0.04,0.1,0.07
3782,Dyadobacter psychrophilus,Dyadobacter,Spirosomaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,651661,ovoid-shaped,1.5,3,0.9,1.2,,,
23880,Dyadobacter soli,Dyadobacter,Spirosomaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,659014,rod-shaped,1.9,2.4,0.6,0.7,0.48,0.83,0.655
134005,Dyadobacter tibetensis,Dyadobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1434325,rod-shaped,1.5,1.5,0.5,0.5,0.26,0.26,0.26
133376,Dyella acidisoli,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1867834,rod-shaped,1,4.5,0.3,0.5,0.06,0.85,0.455
140754,Dyella agri,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.5,2,0.5,0.8,0.26,0.87,0.565
166261,Dyella amyloliquefaciens,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1770545,rod-shaped,1.6,3.5,0.4,0.7,0.18,1.26,0.72
141034,Dyella caseinilytica,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1849581,rod-shaped,1.3,1.9,0.3,0.5,0.08,0.34,0.21
166486,Dyella choica,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1927959,rod-shaped,0.7,2.1,0.4,0.6,0.07,0.54,0.305
166487,Dyella dinghuensis,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1920169,rod-shaped,1,2.3,0.3,0.6,0.06,0.59,0.325
133377,Dyella flagellata,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.2,2.6,0.5,0.9,0.2,1.46,0.83
141035,Dyella flava,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1920170,rod-shaped,1.2,2.5,0.4,0.6,0.13,0.65,0.39
17455,Dyella ginsengisoli,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,363848,rod-shaped,1.5,2.1,0.2,0.5,0.05,0.38,0.215
159761,Dyella halodurans,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1920171,rod-shaped,1,2,0.3,0.7,0.06,0.68,0.37
133215,Dyella humi,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1770547,rod-shaped,1.2,3,0.3,0.7,0.08,1.06,0.57
17453,Dyella japonica,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,231455,rod-shaped,1.2,1.2,0.4,0.4,0.13,0.13,0.13
24670,Dyella jiangningensis,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1379159,rod-shaped,1.8,1.8,0.5,0.5,0.32,0.32,0.32
17454,Dyella koreensis,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,311235,rod-shaped,1.8,1.8,0.35,0.35,0.16,0.16,0.16
130847,Dyella kyungheensis,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1242174,rod-shaped,2.75,2.75,0.6,0.6,0.72,0.72,0.72
140577,Dyella lipolytica,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1849580,rod-shaped,1,2.5,0.3,0.6,0.06,0.65,0.355
17456,Dyella marensis,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,500610,rod-shaped,2.35,2.35,0.45,0.45,0.35,0.35,0.35
141036,Dyella mobilis,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1849582,rod-shaped,1.2,1.9,0.3,0.6,0.08,0.48,0.28
166465,Dyella monticola,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1927958,rod-shaped,0.9,2.5,0.3,0.6,0.06,0.65,0.355
133378,Dyella nitratireducens,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1849580,rod-shaped,1.2,2,0.2,0.4,0.04,0.23,0.135
166464,Dyella psychrodurans,Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1927960,rod-shaped,0.9,2.4,0.4,0.6,0.1,0.62,0.36
17457,Dyella soli,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,522319,rod-shaped,2.95,2.95,0.45,0.45,0.45,0.45,0.45
17458,Dyella terrae,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,522259,rod-shaped,3,3,0.45,0.45,0.45,0.45,0.45
17459,Dyella thiooxydans,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,445710,rod-shaped,1.25,1.25,0.25,0.25,0.06,0.06,0.06
17719,Echinicola pacifica,Echinicola,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,346377,rod-shaped,1.2,1.9,0.3,0.4,0.08,0.22,0.15
140501,Echinicola rosea,Echinicola,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1807691,rod-shaped,1.6,3.8,0.5,0.8,0.28,1.78,1.03
140384,Echinicola sediminis,Echinicola,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1928082,rod-shaped,1,1.6,0.3,0.5,0.06,0.28,0.17
133368,Echinicola strongylocentroti,Echinicola,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1795355,rod-shaped,1.4,2,0.5,0.6,0.24,0.51,0.375
17718,Echinicola vietnamensis,Echinicola,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,390884,rod-shaped,1.1,2.3,0.4,0.5,0.12,0.42,0.27
1210,Ectobacillus funiculus,Ectobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,137993,filament-shaped,4,6,0.8,2,,,
140755,Edaphobacter acidisoli,Edaphobacter,Acidobacteriaceae,Acidobacteriales,Acidobacteria,Acidobacteria,Bacteria,NA,rod-shaped,1.1,1.5,0.3,0.5,0.07,0.26,0.165
133,Edaphobacter aggregans,Edaphobacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria,1121860,rod-shaped,1.5,2.1,0.7,0.9,0.49,1.15,0.82
159869,Edaphobacter bradus,Edaphobacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria,2259016,rod-shaped,1.3,1.8,0.6,0.9,0.31,0.95,0.63
132350,Edaphobacter dinghuensis,Edaphobacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria,1560005,rod-shaped,0.8,1.4,0.5,0.7,0.12,0.45,0.285
158304,Edaphobacter lichenicola,Edaphobacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria,2051959,rod-shaped,1.3,2.7,0.4,0.7,0.15,0.95,0.55
159870,Edaphobactr flagellatus,Edaphobacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria,1933044,rod-shaped,1,1.6,0.4,0.8,0.11,0.67,0.39
158741,Edaphobaculum flavum,Edaphobaculum,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,Bacteria,NA,rod-shaped,0.8,1,0.5,0.7,0.12,0.3,0.21
166115,Edaphocola flava,Edaphocola,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,Bacteria,2499629,rod-shaped,2.1,2.2,0.7,0.8,0.72,0.97,0.845
23552,Effusibacillus consociatus,Effusibacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1117041,rod-shaped,3.5,3.5,0.9,0.9,2.04,2.04,2.04
434,Effusibacillus pohliae,Effusibacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,232270,rod-shaped,2,2,0.5,0.5,0.36,0.36,0.36
141132,Egibacter rhizosphaerae,Egibacter,Egibacteraceae,Egibacterales,Nitriliruptoria,Actinobacteria,Bacteria,NA,rod-shaped,1,1.3,0.3,0.4,0.06,0.15,0.105
141116,Egicoccus halophilus,Egicoccus,Egicoccaceae,Egicoccales,Nitriliruptoria,Actinobacteria,Bacteria,NA,coccus-shaped,0.5,0.8,0.5,0.8,0.07,0.27,0.17
17879,Elioraea tepidiphila,Elioraea,Acetobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1121861,rod-shaped,1.25,1.25,0.75,0.75,0.44,0.44,0.44
167902,Elioraea thermophila,Elioraea,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Bacteria,2185104,rod-shaped,2.2,3.2,0.7,0.9,0.76,1.84,1.3
158404,Ellagibacter isourolithinifaciens,Ellagibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,2137581,rod-shaped,1.5,1.5,0.5,0.5,0.26,0.26,0.26
140756,Elstera cyanobacteriorum,Elstera,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.8,2.5,0.6,1,0.45,1.7,1.075
14027,Elstera litoralis,Elstera,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,552518,rod-shaped,3.5,3.5,1,1,2.49,2.49,2.49
159732,Emcibacter congregatus,Emcibacter,Emcibacteraceae,Emcibacterales,Alphaproteobacteria,Proteobacteria,Bacteria,2043170,rod-shaped,1.4,2.6,0.4,0.6,0.16,0.68,0.42
166207,Empedobacter tilapiae,Empedobacter,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,2491114,pleomorphic-shaped,0.4,4,0.4,0.6,,,
164447,Emticicia agri,Emticicia,Spirosomaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,2492393,rod-shaped,4.7,10.8,0.8,1.1,2.23,9.92,6.075
168208,Emticicia aquatilis,Emticicia,Spirosomataceae,Cytophagales,Cytophagia,Bacteroidota,Bacteria,1537369,rod-shaped,5.37,10.24,0.62,0.7,1.56,3.85,2.705
133252,Emticicia fontis,Emticicia,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,392565,rod-shaped,2.1,3.5,0.4,0.6,0.25,0.93,0.59
134309,Emticicia ginsengisoli,Emticicia,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,363851,rod-shaped,4,4,0.35,0.35,0.37,0.37,0.37
3783,Emticicia oligotrophica,Emticicia,Spirosomaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,929562,rod-shaped,2,5,0.3,0.4,0.13,0.61,0.37
140503,Emticicia paludis,Emticicia,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1681837,rod-shaped,2.3,2.5,0.4,0.5,0.27,0.46,0.365
140681,Emticicia soli,Emticicia,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,NA,rod-shaped,2.5,3,0.2,0.5,0.08,0.56,0.32
140464,Endothiovibrio diazotrophicus,Endothiovibrio,Thioalkalispiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria,913829,rod-shaped,3.8,6,1,1.4,2.72,8.52,5.62
140757,Endozoicomonas acroporae,Endozoicomonas,Endozoicomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,2,3,0.5,0.8,0.36,1.37,0.865
134023,Endozoicomonas euniceicola,Endozoicomonas,Endozoicomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,1234143,rod-shaped,2,2,0.7,0.7,0.68,0.68,0.68
134024,Endozoicomonas gorgoniicola,Endozoicomonas,Endozoicomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,1234144,rod-shaped,2,2,0.7,0.7,0.68,0.68,0.68
133557,Endozoicomonas montiporae,Endozoicomonas,Endozoicomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,570277,rod-shaped,2,2,0.6,0.6,0.51,0.51,0.51
23035,Endozoicomonas numazuensis,Endozoicomonas,Endozoicomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,1137799,rod-shaped,6.5,6.5,0.6,0.6,1.78,1.78,1.78
133290,Ensifer alkalisoli,Ensifer,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1752398,rod-shaped,1.05,1.17,0.39,0.43,0.11,0.15,0.13
140805,Ensifer glycinis,Ensifer,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.13,1.16,0.39,0.45,0.12,0.16,0.14
132404,Enterobacter bugandensis,Enterobacter,Enterobacteriaceae,"Enterobacteriales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,881260,rod-shaped,2,3,0.5,0.5,0.36,0.56,0.46
4384,Enterobacter mori,Enterobacter,Enterobacteriaceae,"Enterobacteriales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,980518,rod-shaped,2.5,2.5,0.8,0.8,1.12,1.12,1.12
159819,Enterobacter sichuanensis,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2071710,rod-shaped,2.8,2.8,1.6,1.6,4.56,4.56,4.56
2849,Enterocloster lavalensis,Enterocloster,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,460384,rod-shaped,2.5,6,0.8,1.5,1.12,9.72,5.42
133990,Enterococcus alcedinis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1274384,coccus-shaped,1.5,1.5,1.5,1.5,1.77,1.77,1.77
134264,Enterococcus camelliae,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,453959,coccus-shaped,0.5,1,0.5,1,0.07,0.52,0.295
24004,Enterococcus diestrammenae,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1155073,coccus-shaped,1.15,1.15,1.15,1.15,0.8,0.8,0.8
5344,Enterococcus hermanniensis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,249189,coccus-shaped,0.91,1,0.62,0.78,0.12,0.25,0.185
158401,Enteroscipio rubneri,Enteroscipio,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,2070686,rod-shaped,0.9,0.9,0.4,0.4,0.1,0.1,0.1
17218,Enterovibrio nigricans,Enterovibrio,Vibrionaceae,"Vibrionales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,504469,rod-shaped,1.25,1.25,0.55,0.55,0.25,0.25,0.25
132372,Enterovibrio pacificus,Enterovibrio,Vibrionaceae,"Vibrionales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,1080227,ellipsoidal,2.7,2.9,1.4,1.5,,,
168558,Entomomonas moraniae,Entomomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Bacteria,2213226,rod-shaped,1.5,1.5,0.5,0.5,0.26,0.26,0.26
170924,Entomospira culicis,Entomospira,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,Bacteria,2719989,spiral-shaped,10.7,26.7,0.26,0.42,,,
164343,Ephemeroptericola cinctiostellae,Ephemeroptericola,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,2268024,rod-shaped,0.7,2.8,0.4,0.5,0.07,0.52,0.295
24523,Epibacterium ulvae,Epibacterium,Rhodobacteraceae,Not assigned to order,Alphaproteobacteria,Proteobacteria,Bacteria,1156985,rod-shaped,2.5,2.5,0.5,0.5,0.46,0.46,0.46
158621,Epidermidibacterium keratini,Epidermidibacterium,Sporichthyaceae,Sporichthyales,Actinobacteria,Actinobacteria,Bacteria,NA,rod-shaped,0.7,1,0.3,0.5,0.04,0.16,0.1
140918,Erwinia endophytica,Erwinia,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.5,1.7,0.8,0.9,0.62,0.89,0.755
140886,Erwinia gerundensis,Erwinia,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1,3,0.5,1.3,0.16,3.41,1.785
4408,Erwinia typographi,Erwinia,Erwiniaceae,"Enterobacteriales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,371042,rod-shaped,2,4,0.7,0.8,0.68,1.88,1.28
5372,Erysipelothrix inopinata,Erysipelothrix,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,225084,rod-shaped,1.5,3,0.5,0.5,0.26,0.56,0.41
134092,Erythrobacter aquimaris,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,255984,rod-shaped,3,3,0.75,0.75,1.21,1.21,1.21
140998,Erythrobacter aquimixticola,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,coccus-shaped,0.3,2,0.3,0.6,0.01,0.11,0.06
140758,Erythrobacter arachoides,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.1,1.4,0.3,0.6,0.07,0.34,0.205
5396,Erythrobacter dokdonensis,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,328225,ovoid-shaped,0.5,2.5,0.4,0.6,,,
133565,Erythrobacter gangjinensis,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,502682,rod-shaped,0.6,0.8,0.3,0.4,0.04,0.08,0.06
166688,Erythrobacter insulae,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,Bacteria,2584124,rod-shaped,0.6,8,0.3,0.8,0.04,3.89,1.965
133796,Erythrobacter jejuensis,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,795812,rod-shaped,7.5,7.5,0.25,0.25,0.36,0.36,0.36
5381,Erythrobacter litoralis,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,39960,rod-shaped,1,1.3,0.2,0.3,0.03,0.08,0.055
166340,Erythrobacter mangrovi,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,2739433,rod-shaped,0.8,1.6,0.2,0.7,0.02,0.53,0.275
133748,Erythrobacter marinus,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,874156,rod-shaped,0.75,0.75,0.4,0.4,0.08,0.08,0.08
166195,Erythrobacter marisflavi,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,2486356,pleomorphic-shaped,0.4,2.5,0.4,0.6,,,
133552,Erythrobacter nanhaisediminis,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,604088,rod-shaped,0.5,1.7,0.3,0.5,0.03,0.3,0.165
134033,Erythrobacter odishensis,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,1155476,rod-shaped,1.5,1.5,0.55,0.55,0.31,0.31,0.31
133677,Erythrobacter pelagi,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,994320,rod-shaped,2.75,2.75,0.55,0.55,0.61,0.61,0.61
5387,Erythrobacter ramosus,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,35811,rod-shaped,1.3,2.5,0.6,1,0.31,1.7,1.005
4434,Escherichia coli,Escherichia,Enterobacteriaceae,"Enterobacteriales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,2.85,2.85,0.65,0.65,0.87,0.87,0.87
17689,Ethanoligenens harbinense,Ethanoligenens,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,663278,rod-shaped,1.5,8,0.4,0.8,0.17,3.89,2.03
5730,Eudoraea adriatica,Eudoraea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1121875,rod-shaped,1.48,2.99,0.6,0.78,0.36,1.3,0.83
159886,Euzebya rosea,Euzebya,Euzebyaceae,Euzebyales,Nitriliruptoria,Actinobacteria,Bacteria,1971409,rod-shaped,1.5,4,0.4,0.4,0.17,0.49,0.33
133572,Euzebya tangerina,Euzebya,Euzebyaceae,Euzebyales,Actinobacteria,Actinobacteria,Bacteria,591198,rod-shaped,1.5,6,0.6,0.8,0.37,2.88,1.625
158624,Euzebyella algicola,Euzebyella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,NA,rod-shaped,1.2,3.4,0.3,0.4,0.08,0.41,0.245
133394,Euzebyella marina,Euzebyella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1761453,rod-shaped,0.8,4.3,0.3,0.6,0.05,1.16,0.605
133614,Euzebyella saccharophila,Euzebyella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,679664,rod-shaped,1.4,5,0.4,0.4,0.16,0.61,0.385
1242,Evansella cellulosilytica,Evansella,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,649639,rod-shaped,2.5,2.5,0.35,0.35,0.23,0.23,0.23
24783,Exiguobacterium alkaliphilum,Exiguobacterium,"Bacilli, not assigned to family","Bacilli, not assigned to order",Bacilli,Firmicutes,Bacteria,506480,rod-shaped,2.5,2.5,0.8,0.8,1.12,1.12,1.12
133762,Exiguobacterium aquaticum,Exiguobacterium,"Caryophanales, not assigned to family",Caryophanales,Bacilli,Firmicutes,Bacteria,1038855,rod-shaped,2.5,2.5,0.8,0.8,1.12,1.12,1.12
18115,Exiguobacterium oxidotolerans,Exiguobacterium,"Bacilli, not assigned to family",Bacillales,Bacilli,Firmicutes,Bacteria,223958,rod-shaped,1.2,1.2,0.65,0.65,0.33,0.33,0.33
18119,Exiguobacterium profundum,Exiguobacterium,"Bacilli, not assigned to family",Bacillales,Bacilli,Firmicutes,Bacteria,307643,rod-shaped,6,6,0.75,0.75,2.54,2.54,2.54
18120,Exiguobacterium soli,Exiguobacterium,"Bacilli, not assigned to family",Bacillales,Bacilli,Firmicutes,Bacteria,309483,coccus-shaped,1.5,1.5,1.15,1.15,0.8,0.8,0.8
134353,Exilispira thermophila,Exilispira,"Spirochaetes, not assigned to family","Spirochaetes, not assigned to order",Spirochaetia,Spirochaetes,Bacteria,478105,rod-shaped,15,27,0.23,0.28,0.62,1.66,1.14
131261,Extensimonas vulgaris,Extensimonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,1031594,rod-shaped,1.6,1.6,0.85,0.85,0.75,0.75,0.75
134177,Fabibacter halotolerans,Fabibacter,Roseivirgaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,333139,rod-shaped,1.5,1.5,0.5,0.5,0.26,0.26,0.26
141117,Fabivirga thermotolerans,Fabivirga,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,NA,rod-shaped,2,9,0.4,1,0.23,6.81,3.52
166289,Facilibium subflavum,Facilibium,Fastidiosibacteraceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,2219058,pleomorphic-shaped,0.7,1.7,0.5,0.7,,,
164230,Faecalibacillus faecis,Faecalibacillus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,1982628,rod-shaped,3.5,4.5,0.3,0.4,0.24,0.55,0.395
164229,Faecalibacillus intestinalis,Faecalibacillus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,1982626,rod-shaped,3.5,4.5,0.3,0.4,0.24,0.55,0.395
167635,Faecalibacter macacae,Faecalibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,Bacteria,1859289,oval-shaped,0.6,2,0.6,0.7,,,
140268,Faecalimonas umbilicata,Faecalimonas,Lachnospiraceae,Eubacteriales,Clostridia,Firmicutes,Bacteria,1912855,coccus-shaped,2.4,2.4,0.8,1.5,0.27,1.77,1.02
132681,Falcatimonas natans,Falcatimonas,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,433279,rod-shaped,1.3,2.3,0.4,0.6,0.15,0.59,0.37
166490,Falsibacillus albus,Falsibacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2478915,rod-shaped,2.3,2.5,0.7,0.9,0.8,1.4,1.1
1409,Falsibacillus pallidus,Falsibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,493781,rod-shaped,1.8,3.5,0.7,1,0.6,2.49,1.545
23811,Falsochrobactrum ovis,Falsochrobactrum,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1293442,rod-shaped,2,2,1,1,1.31,1.31,1.31
5754,Fangia hongkongensis,Fangia,Francisellaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,270495,rod-shaped,1.1,1.1,0.525,0.525,0.2,0.2,0.2
141069,Fermentibacillus polygoni,Fermentibacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,1.3,4.5,0.6,1,0.31,3.27,1.79
140144,Fermentimonas caenicola,Fermentimonas,Dysgonomonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,NA,rod-shaped,0.9,8.8,0.7,1,0.26,6.65,3.455
159721,Ferrigenium kumadai,Ferrigenium,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria,1682490,rod-shaped,1.43,1.43,0.29,0.29,0.09,0.09,0.09
108,Ferrimicrobium acidiphilum,Ferrimicrobium,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,Bacteria,121039,rod-shaped,1,3,0.5,0.5,0.16,0.56,0.36
