BacDive ID,Species,Genus,Family,Order,Class,Phylum,Domain,NCBI taxonomy ID,Cell shape,LengthMin,LengthMax,WidthMin,WidthMax,VolumeMin,VolumeMax,AvgVolume,GeoMeanVolume,SurfaceArea
2100,Arcobacter marinus,Arcobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,505249,rod-shaped,1.1,1.1,0.2,0.2,0.032463124,0.032463124,0.032463124,0.032463124,0.691150384
2098,Arcobacter mytili,Arcobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,1032238,rod-shaped,2,2,0.5,0.5,0.359974158,0.359974158,0.359974158,0.359974158,3.141592654
2095,Arcobacter skirrowii,Arcobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,1032239,rod-shaped,1,3,0.2,0.4,0.029321531,0.360235958,0.194778745,0.102774851,1.539059796
2099,Arcobacter thereius,Arcobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,1032240,rod-shaped,2.5,2.5,0.5,0.5,0.458148929,0.458148929,0.458148929,0.458148929,3.926990817
2101,Arcobacter trophiarum,Arcobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,708186,rod-shaped,1.7,1.7,0.4,0.4,0.19687314,0.19687314,0.19687314,0.19687314,2.136283004
140651,Arcticibacter svalbardensis,Arcticibacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria,1150600,rod-shaped,3.9,3.9,1.75,1.75,7.97751822,7.97751822,7.97751822,7.97751822,21.44136986
23259,Arcticibacter tournemirensis,Arcticibacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria,699437,rod-shaped,1.75,1.75,0.5,0.5,0.310886773,0.310886773,0.310886773,0.310886773,2.748893572
133367,Arcticibacterium luteifluviistationis,Arcticibacterium,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1784714,rod-shaped,1.5,3,0.3,0.4,0.098960169,0.360235958,0.229598063,0.188809457,2.308589694
140943,Arcticiflavibacter luteus,Arcticiflavibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,0.9,2,0.4,0.7,0.096342175,0.67989301,0.388117592,0.25593431,2.230309534
158564,Arenibacter antarcticus,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,1,5,0.6,1.1,0.226194671,4.403203903,2.314699287,0.997988606,5.706986466
158623,Arenibacter catalasegens,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,1.5,3,0.4,0.6,0.171740398,0.791681349,0.481710874,0.368732519,3.264838856
5484,Arenibacter certesii,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,228955,rod-shaped,4,4,0.55,0.55,0.906774905,0.906774905,0.906774905,0.906774905,6.911503838
5485,Arenibacter echinorum,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,440515,rod-shaped,2.1,2.1,0.45,0.45,0.3101341,0.3101341,0.3101341,0.3101341,2.968805058
133835,Arenibacter hampyeongensis,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1028743,rod-shaped,2.9,2.9,0.45,0.45,0.437368602,0.437368602,0.437368602,0.437368602,4.099778413
166366,Arenibacter lacus,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,86104,rod-shaped,1.5,2,0.3,0.5,0.098960169,0.359974158,0.229467163,0.188740837,2.107444419
133500,Arenibacter nanhaiticus,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,558155,rod-shaped,2.6,2.6,0.61,0.61,0.70041782,0.70041782,0.70041782,0.70041782,4.982565949
5482,Arenibacter palladensis,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,237373,rod-shaped,1.6,2.3,0.4,0.5,0.184306769,0.41887902,0.301592895,0.277852909,2.695186235
130841,Arenicella chitinivorans,Arenicella,Arenicellaceae,Arenicellales,Gammaproteobacteria,Proteobacteria,Bacteria,1329800,rod-shaped,2.7,2.7,0.55,0.55,0.597917077,0.597917077,0.597917077,0.597917077,4.665265091
17916,Arenicella xantha,Arenicella,Arenicellaceae,Arenicellales,Gammaproteobacteria,Proteobacteria,Bacteria,644221,rod-shaped,3.5,3.5,0.55,0.55,0.787983432,0.787983432,0.787983432,0.787983432,6.047565858
132622,Arenimicrobium luteum,Arenimicrobium,Arenimicrobiaceae,Blastocatellales,Blastocatellia,Acidobacteria,Bacteria,1560324,ovoid-shaped,1,2.3,0.7,1,0.2565634,1.204277184,0.730420292,0.555853802,2.199114858
140875,Arenimonas aestuarii,Arenimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1708347,rod-shaped,1,1.7,0.3,0.4,0.063617251,0.19687314,0.130245195,0.111913038,1.418943021
159746,Arenimonas caeni,Arenimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2058085,rod-shaped,1.3,2.2,0.2,0.5,0.038746309,0.399244066,0.218995188,0.124375376,1.680091325
17445,Arenimonas composti,Arenimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1121013,rod-shaped,1.4,1.4,0.45,0.45,0.19880391,0.19880391,0.19880391,0.19880391,1.979203372
23343,Arenimonas daechungensis,Arenimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1052258,rod-shaped,2.25,2.25,0.5,0.5,0.409061543,0.409061543,0.409061543,0.409061543,3.534291735
17449,Arenimonas daejeonensis,Arenimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,370777,rod-shaped,1.25,1.25,0.45,0.45,0.174947441,0.174947441,0.174947441,0.174947441,1.767145868
17444,Arenimonas donghaensis,Arenimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,375061,rod-shaped,2.25,2.25,0.5,0.5,0.409061543,0.409061543,0.409061543,0.409061543,3.534291735
159858,Arenimonas halophila,Arenimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2185278,rod-shaped,1.3,2.2,0.2,0.4,0.038746309,0.259704993,0.149225651,0.100312562,1.502719364
24669,Arenimonas metalli,Arenimonas,Lysobacteraceae,"Lysobacteraceae, not assigned to order",Gammaproteobacteria,Proteobacteria,Bacteria,1384056,rod-shaped,1.1,1.1,0.45,0.45,0.151090972,0.151090972,0.151090972,0.151090972,1.555088364
17448,Arenimonas oryziterrae,Arenimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,498055,rod-shaped,2.45,2.45,0.7,0.7,0.853073305,0.853073305,0.853073305,0.853073305,5.387831401
140971,Arenimonas soli,Arenimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,0.8,1.3,0.3,0.4,0.049480084,0.146607657,0.098043871,0.085171352,1.109831802
164486,Arenimonas terrae,Arenimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2546226,rod-shaped,0.8,1.6,0.3,0.4,0.049480084,0.184306769,0.116893427,0.095496149,1.231247837
133984,Arenitalea lutea,Arenitalea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1178825,rod-shaped,1.1,1.1,0.45,0.45,0.151090972,0.151090972,0.151090972,0.151090972,1.555088364
141004,Arenivirga flava,Arenivirga,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,,rod-shaped,1.1,2.1,0.3,0.4,0.070685835,0.247138622,0.158912228,0.1321711,1.654041819
24776,Aridibacter famidurans,Aridibacter,Blastocatellaceae,Blastocatellales,Blastocatellia,Acidobacteria,Bacteria,1384638,rod-shaped,2.75,2.75,0.9,0.9,1.558622655,1.558622655,1.558622655,1.558622655,7.775441818
24777,Aridibacter kavangonensis,Aridibacter,Blastocatellaceae,Blastocatellales,Blastocatellia,Acidobacteria,Bacteria,1384639,rod-shaped,2.75,2.75,0.65,0.65,0.840637834,0.840637834,0.840637834,0.840637834,5.615596868
24107,Arsenicicoccus dermatophilus,Arsenicicoccus,Dermatophilaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1076331,coccus-shaped,1,1,1,1,0.523598776,0.523598776,0.523598776,0.523598776,3.141592654
7625,Arthrobacter alpinus,Arthrobacter,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,656366,ovoid-shaped,1.3,1.9,0.8,1,0.435634181,0.994837674,0.715235927,0.658320056,2.513274123
164638,Arthrobacter crusticola,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,2547960,rod-shaped,0.7,1.2,0.5,0.7,0.104719755,0.37201693,0.238368343,0.197376599,1.703427044
7629,Arthrobacter cryoconiti,Arthrobacter,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,748907,ovoid-shaped,0.8,1.8,0.5,0.7,0.104719755,0.46181412,0.283266938,0.219911486,1.099557429
132484,Arthrobacter echini,Arthrobacter,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1529066,coccus-shaped,1.2,2.2,1.2,2.2,0.904778684,5.575279763,3.240029223,2.245972905,8.293804605
158758,Arthrobacter paludis,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,,rod-shaped,1.4,1.6,0.8,1,0.569675468,0.994837674,0.782256571,0.752817785,4.205511989
7589,Arthrobacter russicus,Arthrobacter,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,172040,rod-shaped,2.45,2.45,0.7,0.7,0.853073305,0.853073305,0.853073305,0.853073305,5.387831401
166341,Arthrobacter sedimenti,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,2694931,rod-shaped,3.5,4,1,1.5,2.487094184,6.185010537,4.33605236,3.922079007,14.39658614
158257,Arthrobacter silviterrae,Arthrobacter,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,2026658,rod-shaped,1.1,1.4,0.7,0.8,0.33353242,0.569675468,0.451603944,0.435895902,2.917455541
159686,Arundinibacter roseus,Arundinibacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,2070510,rod-shaped,2.5,5.92,0.35,0.62,0.229303539,1.724895635,0.977099587,0.628907524,5.630028552
133190,Arvibacter flaviflagrans,Arvibacter,Chitinophagaceae,Chitinophagales,Sphingobacteriia,Bacteroidetes,Bacteria,1813470,rod-shaped,3.3,4.2,0.65,0.95,1.023144732,2.752591488,1.88786811,1.678183387,9.190729174
133653,Asaia krungthepensis,Asaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,220990,rod-shaped,1.75,1.75,0.8,0.8,0.745604656,0.745604656,0.745604656,0.745604656,4.398229715
34,Asaia siamensis,Asaia,Acetobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,110479,rod-shaped,1,4.5,0.6,1,0.226194671,3.272492347,1.749343509,0.860360581,5.162163489
133942,Asinibacterium lactis,Asinibacterium,Chitinophagaceae,Chitinophagales,Sphingobacteriia,Bacteroidetes,Bacteria,1162689,rod-shaped,1.15,1.15,0.35,0.35,0.099418318,0.099418318,0.099418318,0.099418318,1.264491043
133939,Asticcacaulis solisilvae,Asticcacaulis,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1217274,rod-shaped,5.25,5.25,1.85,1.85,12.45451683,12.45451683,12.45451683,12.45451683,30.51271865
168791,Asticcacaulis tiandongensis,Asticcacaulis,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,Bacteria,2565365,rod-shaped,0.7,1.2,0.3,0.5,0.042411501,0.202894526,0.122653013,0.09276347,1.115154767
132416,Athalassotoga saccharophila,Athalassotoga,Mesoaciditogaceae,Mesoaciditogales,Thermotogae,Thermotogae,Bacteria,1441386,rod-shaped,0.8,2,0.7,0.8,0.21807889,0.871268363,0.544673626,0.435895902,2.973746046
164259,Aurantiacibacter suaedae,Aurantiacibacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,2545755,rod-shaped,1.2,1.6,0.6,0.7,0.282743339,0.52595497,0.404349154,0.385629698,2.821143206
140944,Aurantiacicella marina,Aurantiacicella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,1.5,5.2,0.4,0.7,0.171740398,1.91139733,1.041568864,0.572943399,4.642759526
141147,Aurantimonas aggregata,Aurantimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.1,1.5,0.7,1,0.33353242,0.916297857,0.624915139,0.552824603,3.376298725
526,Aurantimonas coralicida,Aurantimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1121027,rod-shaped,1.5,2.5,1,1,0.916297857,1.701696021,1.308996939,1.248703495,6.083668014
133164,Aurantimonas endophytica,Aurantimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1522175,rod-shaped,1,1.12,0.67,0.7,0.273825666,0.341229322,0.307527494,0.30567523,2.276907069
133899,Aureicoccus marinus,Aureicoccus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,754435,coccus-shaped,2,2,2,2,4.188790205,4.188790205,4.188790205,4.188790205,12.56637061
532,Aureimonas altamirensis,Aureimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1121026,rod-shaped,0.4,1.2,0.9,0.9,0.381703507,0.572555261,0.477129384,0.467489413,2.93835497
140972,Aureimonas endophytica,Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.9,2.5,1.7,1.9,3.026400923,5.292536424,4.159468673,4.002166553,12.30546243
133940,Aureimonas ferruginea,Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1198454,rod-shaped,2.6,2.6,1.7,1.7,4.615261408,4.615261408,4.615261408,4.615261408,13.88583953
166343,Aureimonas fodinaquatilis,Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,2565783,rod-shaped,0.8,1.9,0.7,0.9,0.21807889,1.01787602,0.617977455,0.471144641,3.074269535
534,Aureimonas frigidaquae,Aureimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,424757,rod-shaped,0.8,1.2,0.6,0.8,0.169646003,0.469144503,0.319395253,0.282114321,2.13258381
139618,Aureimonas galii,Aureimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1744846,rod-shaped,1.9,2.2,1,1.1,1.230457123,1.742274926,1.486366024,1.464170274,6.736500652
166114,Aureimonas leprariae,Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,2615207,rod-shaped,1.3,1.8,1.1,1.2,0.886976326,1.583362697,1.235169512,1.185076043,5.521343503
158604,Aureimonas populi,Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.2,1.2,0.7,0.7,0.37201693,0.37201693,0.37201693,0.37201693,2.638937829
166383,Aureimonas psammosilene,Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,2495496,rod-shaped,1.2,1.3,0.9,1,0.572555261,0.759218225,0.665886743,0.659313574,3.72248903
132997,Aureimonas pseudogalii,Aureimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1744844,rod-shaped,2.1,2.7,1,1.1,1.387536755,2.217440815,1.802488785,1.754075435,7.845809241
133941,Aureimonas rubiginis,Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1198455,rod-shaped,2.3,2.3,1.3,1.3,2.477669406,2.477669406,2.477669406,2.477669406,9.393362034
533,Aureimonas ureilytica,Aureimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1121028,rod-shaped,1,1.5,0.4,1.3,0.108908545,1.415811089,0.762359817,0.392675345,2.774579506
140516,Aureisphaera salina,Aureisphaera,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1762957,rod-shaped,1.3,1.4,0.4,0.5,0.146607657,0.242164434,0.194386045,0.188422823,1.895398639
134243,Aureispira maritima,Aureispira,Saprospiraceae,Saprospirales,Sphingobacteriia,Bacteroidetes,Bacteria,407844,rod-shaped,4.5,4.5,0.75,0.75,1.877592484,1.877592484,1.877592484,1.877592484,10.60287521
133711,Aureitalea marina,Aureitalea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,930804,rod-shaped,0.5,0.6,0.4,0.6,0.046076692,0.113097336,0.079587014,0.072188303,0.842977768
133872,Aureivirga marina,Aureivirga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1182451,rod-shaped,4.5,4.5,0.5,0.5,0.85084801,0.85084801,0.85084801,0.85084801,7.068583471
166401,Aureliella helgolandensis,Aureliella,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetes,Bacteria,2527968,ovoid-shaped,1.7,2.1,0.8,1.2,0.569675468,1.583362697,1.076519083,0.949738325,3.015928947
7792,Auritidibacter ignavus,Auritidibacter,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,678932,rod-shaped,2.3,2.3,0.45,0.45,0.341942725,0.341942725,0.341942725,0.341942725,3.251548396
170905,Avrilella dinanensis,Avrilella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,Bacteria,2008672,rod-shaped,0.9,1.3,0.3,0.4,0.056548668,0.146607657,0.101578162,0.091052005,1.17715439
164174,Azoarcus nasutitermitis,Azoarcus,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria,2565930,rod-shaped,2.2,2.6,0.4,0.6,0.259704993,0.678584013,0.469144503,0.419799543,3.680895668
166474,Azoarcus pumilus,Azoarcus,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria,2067960,rod-shaped,1,2,0.4,0.5,0.108908545,0.359974158,0.234441352,0.198000661,1.986917653
164175,Azoarcus rhizosphaerae,Azoarcus,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria,2565932,rod-shaped,2.6,3.2,0.5,0.7,0.477783883,1.14170713,0.809745506,0.738572451,5.360996924
134168,Azonexus caeni,Azonexus,Azonexaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria,266126,rod-shaped,1.6,2.3,0.7,1.1,0.52595497,1.837308104,1.181631537,0.983026616,5.288337265
13889,Azonexus hydrophilus,Azonexus,Azonexaceae,Rhizobiales,Betaproteobacteria,Proteobacteria,Bacteria,1121032,rod-shaped,1.65,1.65,0.4,0.4,0.190589954,0.190589954,0.190589954,0.190589954,2.073451151
24668,Azorhizobium oxalatiphilum,Azorhizobium,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,980631,rod-shaped,2.75,2.75,1,1,1.898045562,1.898045562,1.898045562,1.898045562,8.639379797
13893,Azospira restricta,Azospira,Rhodocyclaceae,Rhizobiales,Betaproteobacteria,Proteobacteria,Bacteria,404405,rod-shaped,1.85,1.85,0.5,0.5,0.330521727,0.330521727,0.330521727,0.330521727,2.905973205
140877,Azospirillum agricola,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,,spiral-shaped,3.2,3.5,1.3,1.7,3.672260013,6.658082031,5.165171022,4.944715199,15.62985759
134232,Azospirillum canadense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,403962,rod-shaped,2.15,2.15,0.9,0.9,1.176919148,1.176919148,1.176919148,1.176919148,6.078981785
134013,Azospirillum fermentarium,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,1233114,spiral-shaped,2.5,2.5,1.1,1.1,2.027374459,2.027374459,2.027374459,2.027374459,8.639379797
166293,Azospirillum griseum,Azospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,2496639,rod-shaped,3.2,3.6,0.6,0.7,0.848230016,1.29564517,1.071937593,1.048334452,6.910361346
140653,Azospirillum humicireducens,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,,spiral-shaped,2.5,5.5,1.2,1.8,2.375044046,12.46898124,7.422012644,5.44190956,17.1209594
134169,Azospirillum melinis,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,328839,rod-shaped,1,1.5,0.7,0.8,0.29504791,0.61994095,0.45749443,0.427682454,2.879317228
170908,Azospirillum oleiclasticum,Azospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Bacteria,2735135,rod-shaped,3.1,4.5,1.7,2,5.750161754,12.04277184,8.896466796,8.321531472,21.63597321
134118,Azospirillum oryzae,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,286727,spiral-shaped,3.25,3.25,1,1,2.290744643,2.290744643,2.290744643,2.290744643,10.21017612
166472,Azospirillum ramasamyi,Azospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,682998,rod-shaped,2,6.5,0.9,1.1,1.081493271,5.82870157,3.45509742,2.510717333,11.27039523
167820,Azospirillum thermophilum,Azospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Bacteria,2202148,rod-shaped,1,3,0.4,0.7,0.108908545,1.06473811,0.586823328,0.340527648,2.879317228
14000,Azospirillum thiophilum,Azospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,528244,rod-shaped,3.6,7,1.1,2,3.072739415,19.89675347,11.48474644,7.819049726,23.39168374
134266,Azospirillum zeae,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,660513,rod-shaped,1.9,6.8,0.9,1.5,1.01787602,11.13301897,6.075447493,3.366308517,13.12042835
166141,Azotobacter bryophylli,Azotobacter,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1986537,rod-shaped,1,2,0.6,0.8,0.226194671,0.871268363,0.548731517,0.443932721,3.078119592
134249,Bacillus acidiceler,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,371036,rod-shaped,2,12,0.8,1,0.871268363,9.162978573,5.017123468,2.825493468,13.7657693
166332,Bacillus aerolatus,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2653354,rod-shaped,1.5,2.2,1.1,1.4,1.077042681,2.66825936,1.872651021,1.695237215,7.082183955
140963,Bacillus albus,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,,rod-shaped,2.8,3.2,1.3,1.5,3.141330854,4.771293843,3.956312348,3.871461295,13.13170698
158725,Bacillus alkalilacus,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1983720,rod-shaped,2.5,3.3,0.7,0.9,0.87231556,1.908517537,1.390416549,1.290282738,7.162211172
1260,Bacillus alveayuensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,279215,rod-shaped,3.8,3.8,0.75,0.75,1.568341958,1.568341958,1.568341958,1.568341958,8.953539063
598,Bacillus amyloliquefaciens,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,692420,rod-shaped,1.8,3,0.7,0.9,0.60292399,1.717665783,1.160294887,1.017655103,5.794514145
1077,Bacillus atrophaeus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1452,rod-shaped,2,4,0.5,1,0.359974158,2.879793266,1.619883712,1.018160673,6.283185307
140878,Bacillus australimaris,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,,rod-shaped,2,2.2,0.7,0.8,0.67989301,0.971799328,0.825846169,0.812846585,4.931399927
134104,Bacillus bogoriensis,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,246272,rod-shaped,2.75,2.75,0.35,0.35,0.253356358,0.253356358,0.253356358,0.253356358,3.023782929
166294,Bacillus cabrialesii,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2487276,rod-shaped,4,4,1,1,2.879793266,2.879793266,2.879793266,2.879793266,12.56637061
158610,Bacillus camelliae,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,,rod-shaped,2.5,4,0.3,0.5,0.169646003,0.75267324,0.461159622,0.357334587,3.84764949
133510,Bacillus canaveralius,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1403243,rod-shaped,4,4,1,1,2.879793266,2.879793266,2.879793266,2.879793266,12.56637061
133067,Bacillus capparidis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1840411,rod-shaped,1.98,2.3,0.68,0.68,0.636754754,0.75296855,0.694861652,0.692427833,4.558849955
1239,Bacillus carboniphilus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,86663,rod-shaped,3,5,0.5,0.9,0.556323699,2.990010808,1.773167254,1.289734032,8.162097139
1281,Bacillus cecembensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,459347,rod-shaped,3.5,3.5,1.25,1.25,3.783819277,3.783819277,3.783819277,3.783819277,13.74446786
1299,Bacillus chungangensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,587633,rod-shaped,2.5,2.5,0.8,0.8,1.122595775,1.122595775,1.122595775,1.122595775,6.283185307
1280,Bacillus coahuilensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,441769,rod-shaped,1.5,3,0.5,0.7,0.261799388,1.06473811,0.663268749,0.527965705,3.942667489
1275,Bacillus decisifrondis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,380630,rod-shaped,3.7,3.7,1.2,1.2,3.732212072,3.732212072,3.732212072,3.732212072,13.94867138
132385,Bacillus ectoiniformans,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1494429,rod-shaped,1.2,1.8,0.6,0.9,0.282743339,0.954258769,0.618501054,0.519432681,3.392920066
141013,Bacillus endozanthoxylicus,Bacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,,rod-shaped,1.7,3.2,1.3,1.8,1.681275668,6.616194128,4.148734898,3.335213068,11.20875177
