BacDive ID,Species,Genus,Family,Order,Class,Phylum,Domain,NCBI taxonomy ID,Cell shape,LengthMin,LengthMax,WidthMin,WidthMax,VolumeMin,VolumeMax,SurfaceArea,AvgVolume,GeoMeanVolume
5564,Flavobacterium terrae,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,415425.0,rod-shaped,3.5,3.5,0.5,0.5,0.6544984694978736,0.6544984694978736,5.497787143782138,0.6544984694978736,0.6544984694978736
5549,Flavobacterium terrigena,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,402734.0,rod-shaped,1.6,1.6,0.45,0.45,0.2306125357275758,0.2306125357275758,2.261946710584651,0.2306125357275758,0.2306125357275758
133149,Flavobacterium terriphilum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1706838.0,rod-shaped,2.0,9.0,0.4,1.0,0.23457225146803792,6.8067840827778845,8.429777677248872,3.520678167122961,1.2635990928906256
133486,Flavobacterium tiangeerense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,459471.0,rod-shaped,5.5,5.5,0.45,0.45,0.8508807352707105,0.8508807352707105,7.7754418176347375,0.8508807352707105,0.8508807352707105
166416,Flavobacterium tibetense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,2233533.0,rod-shaped,1.0,1.6,0.4,0.5,0.10890854532444617,0.2814343418840856,1.7771531752633465,0.1951714436042659,0.17507314122657028
133842,Flavobacterium tilapiae,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,875042.0,rod-shaped,4.9,4.9,0.45,0.45,0.7554548584179206,0.7554548584179206,6.927211801165495,0.7554548584179206,0.7554548584179206
141070,Flavobacterium tistrianum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,1.0,3.0,0.3,0.8,0.06361725123519331,1.3739231871699364,2.66572976289502,0.7187702192025649,0.2956437325160934
141064,Flavobacterium tyrosinilyticum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,1.4,2.7,0.3,0.5,0.09189158511750144,0.49741883681838395,2.3656004936205237,0.29465521096794267,0.2137957094577557
133702,Flavobacterium ummariense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,913024.0,rod-shaped,1.0,1.0,0.5,0.5,0.16362461737446837,0.16362461737446837,1.5707963267948966,0.16362461737446837,0.16362461737446837
133685,Flavobacterium urumqiense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,935224.0,rod-shaped,1.5,1.5,0.43,0.43,0.1970152966925353,0.1970152966925353,2.0263272615654166,0.1970152966925353,0.1970152966925353
166281,Flavobacterium ustbae,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,2488790.0,rod-shaped,1.0,3.0,0.3,0.6,0.06361725123519331,0.7916813487046278,2.308589694291355,0.4276492999699106,0.22442056781578418
140502,Flavobacterium verecundum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1655235.0,rod-shaped,1.2,4.0,0.2,0.6,0.03560471674068432,1.0744246875277093,2.384301183791064,0.5550147021341968,0.19558779782650643
5560,Flavobacterium weaverense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,271156.0,rod-shaped,1.6,12.5,0.3,0.6,0.10602875205865553,3.4777430675239014,5.96075295947766,1.7918859097912785,0.6072402798153297
133684,Flavobacterium xueshanense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,935223.0,rod-shaped,1.5,1.5,0.35,0.35,0.13309226377239258,0.13309226377239258,1.6493361431346414,0.13309226377239258,0.13309226377239258
133972,Flavobacterium yanchengense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1241321.0,rod-shaped,1.6,1.6,0.5,0.5,0.2814343418840856,0.2814343418840856,2.5132741228718345,0.2814343418840856,0.2814343418840856
133631,Flavobacterium yonginense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,649100.0,rod-shaped,1.5,2.0,0.5,0.6,0.2617993877991494,0.5089380098815465,2.98037647973883,0.38536869884034797,0.36502008083762505
133330,Flectobacillus fontis,Flectobacillus,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1737445.0,rod-shaped,4.0,8.0,0.5,0.7,0.7526732399225546,2.9889636105028887,10.513779971646773,1.8708184252127218,1.4999043051901098
134175,Flectobacillus lacus,Flectobacillus,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,336819.0,rod-shaped,4.7,10.0,0.3,0.6,0.3251548396465436,2.770884720466198,9.137661256208613,1.5480197800563709,0.9491925921340961
133118,Flectobacillus pallidus,Flectobacillus,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1815557.0,rod-shaped,2.0,6.0,0.8,1.0,0.8712683625955694,4.4505895925855405,9.733868822336667,2.660928977590555,1.969176961808381
133516,Flectobacillus roseus,Flectobacillus,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,502259.0,rod-shaped,2.0,2.0,0.4,0.4,0.23457225146803792,0.23457225146803792,2.5132741228718345,0.23457225146803792,0.23457225146803792
140919,Flexilinea flocculi,Flexilinea,"Anaerolineae, not assigned to family","Anaerolineae, not assigned to order",Anaerolineae,Chloroflexi,Bacteria,,filament-shaped,100.0,100.0,0.3,0.4,7.061514887106458,12.549615453540028,108.82796185405307,9.805565170323243,9.413782255429227
140492,Flexivirga endophytica,Flexivirga,Dermacoccaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1849103.0,coccus-shaped,0.6,0.8,0.6,0.8,0.11309733552923253,0.26808257310632905,1.5079644737231008,0.19058995431778078,0.1741247389664849
140495,Flexivirga lutea,Flexivirga,Dermacoccaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1752931.0,coccus-shaped,0.9,1.1,0.9,1.1,0.3817035074111599,0.696909970321336,3.110176727053896,0.5393067388662479,0.5157644617666686
167730,Fluviibacterium aquatile,Fluviibacterium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Bacteria,2552766.0,rod-shaped,1.5,4.6,1.3,2.6,1.4158110892178002,19.8213552490492,15.17164835613474,10.618583169133501,5.2974800202482415
132964,Fluviicoccus keumensis,Fluviicoccus,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1435465.0,coccus-shaped,0.8,1.3,0.8,1.3,0.26808257310632905,1.1503465099894628,3.267256359733385,0.7092145415478959,0.5553267978063553
166121,Fluviicola chungangensis,Fluviicola,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,2597671.0,rod-shaped,1.8,2.5,0.3,0.6,0.12016591899980959,0.6503096792930871,2.827433388230814,0.38523779914644835,0.2795443797444786
158665,Fluviicola kyonggii,Fluviicola,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,1.8,2.2,0.45,0.65,0.26242116134517246,0.6581309360035869,3.381118569021472,0.46027604867437966,0.4155809001184326
3249,Fluviicola taffensis,Fluviicola,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,755732.0,rod-shaped,1.6,1.6,0.45,0.45,0.2306125357275758,0.2306125357275758,2.261946710584651,0.2306125357275758,0.2306125357275758
134037,Fluviimonas pallidilutea,Fluviimonas,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1165102.0,rod-shaped,14.0,14.0,0.4,0.4,1.7425367251911388,1.7425367251911388,17.59291886010284,1.7425367251911388,1.7425367251911388
6311,Fodinibacter luteus,Fodinibacter,Intrasporangiaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,552064.0,rod-shaped,1.45,1.45,0.45,0.45,0.20675606651437828,0.20675606651437828,2.04988920646734,0.20675606651437828,0.20675606651437828
133644,Fodinibius salinus,Fodinibius,Balneolaceae,Balneolales,Balneolia,Balneolaeota,Bacteria,860790.0,rod-shaped,1.0,3.0,0.3,0.3,0.06361725123519331,0.20498892064673405,1.632419427810796,0.13430308594096368,0.11419646082613237
14023,Fodinicurvata fenggangensis,Fodinicurvata,Rhodovibrionaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,1121830.0,rod-shaped,1.3,1.3,0.35,0.35,0.1138500087691551,0.1138500087691551,1.429424657383356,0.1138500087691551,0.1138500087691551
14024,Fodinicurvata sediminis,Fodinicurvata,Rhodovibrionaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,1121832.0,rod-shaped,1.1,1.1,0.4,0.4,0.12147491593880536,0.12147491593880536,1.3823007675795091,0.12147491593880536,0.12147491593880536
11669,Fontibacillus aquaticus,Fontibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,329267.0,rod-shaped,4.0,4.0,0.65,0.65,1.255426239267346,1.255426239267346,8.168140899333462,1.255426239267346,1.255426239267346
24294,Fontibacillus panacisegetis,Fontibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,670482.0,rod-shaped,4.25,4.25,0.65,0.65,1.3383839202762016,1.3383839202762016,8.678649705541803,1.3383839202762016,1.3383839202762016
133841,Fontibacter ferrireducens,Fontibacter,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1141846.0,rod-shaped,2.25,2.25,0.3,0.3,0.15197454461740625,0.15197454461740625,2.1205750411731104,0.15197454461740625,0.15197454461740625
17720,Fontibacter flavus,Fontibacter,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,654838.0,rod-shaped,1.5,3.0,0.3,0.5,0.09896016858807848,0.5563236990731926,2.581081744295464,0.3276419338306355,0.23463564744050844
22969,Fonticella tunisiensis,Fonticella,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1096341.0,rod-shaped,4.0,4.0,0.5,0.5,0.7526732399225546,0.7526732399225546,6.283185307179586,0.7526732399225546,0.7526732399225546
5588,Formosa agariphila,Formosa,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1347342.0,rod-shaped,0.8,1.2,0.4,0.6,0.08377580409572784,0.2827433388230814,1.5079644737231008,0.1832595714594046,0.1539059796194237
131144,Formosa algae,Formosa,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,225843.0,rod-shaped,1.3,1.3,0.65,0.65,0.3594832843717071,0.3594832843717071,2.6546457922833753,0.3594832843717071,0.3594832843717071
134048,Formosa undariae,Formosa,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1325436.0,rod-shaped,1.4,1.4,0.55,0.55,0.28905924905373587,0.28905924905373587,2.419026343264141,0.28905924905373587,0.28905924905373587
133320,Formosimonas limnophila,Formosimonas,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,1384487.0,rod-shaped,0.6,1.2,0.3,0.4,0.035342917352885174,0.13404128655316452,0.9234358777165421,0.08469210195302485,0.06882884651454572
140267,Fournierella massiliensis,Fournierella,Oscillospiraceae,Eubacteriales,Clostridia,Firmicutes,Bacteria,1650663.0,rod-shaped,2.0,2.0,0.5,0.5,0.35997415822383044,0.35997415822383044,3.141592653589793,0.35997415822383044,0.35997415822383044
141095,Franconibacter daqui,Franconibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,coccus-shaped,2.0,3.3,0.9,1.1,0.8482300164692441,2.0907299109640074,3.110176727053896,1.4694799637166258,1.3316981139919593
4377,Franconibacter helveticus,Franconibacter,Enterobacteriaceae,"Enterobacteriales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,357240.0,coccus-shaped,1.5,2.5,1.0,1.0,0.7853981633974483,1.308996938995747,3.141592653589793,1.0471975511965976,1.0139446689934029
4380,Franconibacter pulveris,Franconibacter,Enterobacteriaceae,"Enterobacteriales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,435910.0,rod-shaped,2.25,2.25,0.95,0.95,1.3703888954346477,1.3703888954346477,6.715154297048183,1.3703888954346477,1.3703888954346477
158273,Frateuria defendens,Frateuria,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2219559.0,rod-shaped,1.0,1.3,0.2,0.3,0.02932153143350474,0.08482300164692441,0.8773990786893783,0.05707226654021458,0.049871237292396495
17461,Frateuria terrea,Frateuria,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,529704.0,rod-shaped,3.0,3.0,0.4,0.4,0.36023595761162963,0.36023595761162963,3.7699111843077517,0.36023595761162963,0.36023595761162963
134058,Fretibacter rubidus,Fretibacter,Hyphomonadaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,570162.0,rod-shaped,2.95,2.95,0.45,0.45,0.4453207586463532,0.4453207586463532,4.17046424764045,0.4453207586463532,0.4453207586463532
23457,Fretibacterium fastidiosum,Fretibacterium,Synergistaceae,Synergistales,Synergistia,Synergistetes,Bacteria,651822.0,ovoid-shaped,7.5,7.5,1.25,1.25,6.135923151542564,6.135923151542564,4.908738521234052,6.135923151542564,6.135923151542564
133239,Frigoribacterium salinisoli,Frigoribacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1616784.0,rod-shaped,0.8,1.2,0.3,0.6,0.04948008429403924,0.2827433388230814,1.305935542248637,0.1661117115585603,0.11828002468102619
132158,Frischella perrara,Frischella,Orbaceae,Orbales,Gammaproteobacteria,Proteobacteria,Bacteria,1267021.0,rod-shaped,2.0,2.0,0.5,0.5,0.35997415822383044,0.35997415822383044,3.141592653589793,0.35997415822383044,0.35997415822383044
141097,Frondibacter mangrovi,Frondibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,1.2,1.3,0.5,0.6,0.2028945255443408,0.31101767270538955,2.1491800435770427,0.25695609912486517,0.2512046638489522
7502,Frondihabitans australicus,Frondihabitans,Microbacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,386892.0,rod-shaped,0.5,1.0,0.2,0.4,0.013613568165555772,0.10890854532444617,0.6283185307179586,0.06126105674500097,0.03850498546403918
7503,Frondihabitans peucedani,Frondihabitans,Microbacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,598626.0,rod-shaped,0.9,1.0,0.3,0.5,0.056548667764616284,0.16362461737446837,1.1542948471456778,0.11008664256954233,0.09619123726213981
6696,Fructilactobacillus florum,Fructilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1423745.0,rod-shaped,1.5,7.0,0.8,0.8,0.6199409503083859,3.384542485467404,8.143938947175407,2.002241717887895,1.4485221726987023
6863,Fructobacillus pseudoficulneus,Fructobacillus,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,220714.0,ovoid-shaped,2.2,3.0,0.7,1.1,0.5644394800949661,1.9006635554218252,2.419026343264141,1.2325515177583957,1.035765199771524
6865,Fructobacillus tropaeoli,Fructobacillus,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,709323.0,rod-shaped,3.75,3.75,0.8,0.8,1.7509143056007115,1.7509143056007115,9.42477796076938,1.7509143056007115,1.7509143056007115
5993,Fuchsiella alkaliacetigena,Fuchsiella,Halobacteroidaceae,Halanaerobiales,Clostridia,Firmicutes,Bacteria,957042.0,rod-shaped,20.0,20.0,0.35,0.35,1.9130008515718597,1.9130008515718597,21.991148575128552,1.9130008515718597,1.9130008515718597
166200,Fudania jinshanensis,Fudania,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,2603327.0,rod-shaped,1.6,2.2,0.4,0.6,0.18430676901060122,0.5654866776461628,2.8875321293520337,0.374896723328382,0.32283590642229315
134334,Fulvibacter tottoriensis,Fulvibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,426599.0,rod-shaped,5.0,14.0,0.5,0.7,0.9490227807719166,5.298034210891387,15.550090283554281,3.123528495831652,2.2423102281898664
528,Fulvimarina pelagi,Fulvimarina,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,314231.0,rod-shaped,0.7,1.4,0.4,1.0,0.07120943348136864,0.837758040957278,1.9669481246914031,0.45448373721932334,0.24424634181708638
131259,Fulvitalea axinellae,Fulvitalea,Persicobacteraceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1182444.0,rod-shaped,3.5,3.5,0.35,0.35,0.32551481380476743,0.32551481380476743,3.8484510006474966,0.32551481380476743,0.32551481380476743
133772,Fulvivirga imtechensis,Fulvivirga,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1237149.0,rod-shaped,5.5,5.5,0.4,0.4,0.6743952229706089,0.6743952229706089,6.911503837897545,0.6743952229706089,0.6743952229706089
134217,Fulvivirga kasyanovii,Fulvivirga,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,396812.0,rod-shaped,2.3,2.3,0.25,0.25,0.10881037055402147,0.10881037055402147,1.8064157758141308,0.10881037055402147,0.10881037055402147
141065,Fulvivirga lutimaris,Fulvivirga,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,,rod-shaped,4.0,6.0,0.2,0.3,0.12356931104119853,0.4170464247640451,3.7699111843077517,0.2703078679026218,0.22701131993864995
4170,Fundidesulfovibrio butyratiphilus,Fundidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,442866.0,rod-shaped,2.4,5.6,0.8,0.9,1.0723302924253162,3.371714315465245,9.772726736610489,2.2220223039452804,1.9014708511774434
4148,Fundidesulfovibrio putealis,Fundidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,270496.0,vibrio-shaped,2.3,4.1,0.7,0.7,0.7953465401338159,1.4880677202503652,6.753108991872824,1.1417071301920905,1.087901426042793
6601,Furfurilactobacillus rossiae,Furfurilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,231049.0,rod-shaped,1.5,1.5,0.5,0.5,0.2617993877991494,0.2617993877991494,2.356194490192345,0.2617993877991494,0.2617993877991494
18033,Fusibacter tunisiensis,Fusibacter,"Clostridia, not assigned to family",Clostridiales,Clostridia,Firmicutes,Bacteria,1008308.0,rod-shaped,3.5,3.5,0.5,0.5,0.6544984694978736,0.6544984694978736,5.497787143782138,0.6544984694978736,0.6544984694978736
24117,Fusicatenibacter saccharivorans,Fusicatenibacter,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1150298.0,rod-shaped,8.25,8.25,0.75,0.75,3.5342917352885173,3.5342917352885173,19.438604544086846,3.5342917352885173,3.5342917352885173
133673,Gaetbulibacter aestuarii,Gaetbulibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1502358.0,rod-shaped,1.5,4.0,0.3,0.3,0.09896016858807848,0.2756747553525044,2.308589694291355,0.18731746197029145,0.16516906570287648
140888,Gaetbulibacter aquiaggeris,Gaetbulibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,,rod-shaped,1.0,5.0,0.2,1.0,0.02932153143350474,3.6651914291880923,3.141592653589793,1.8472564803107985,0.32782468744856724
133829,Gaetbulibacter lutimaris,Gaetbulibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1031273.0,rod-shaped,3.25,3.25,0.65,0.65,1.0065531962407797,1.0065531962407797,6.636614480708438,1.0065531962407797,1.0065531962407797
134308,Gaetbulibacter marinus,Gaetbulibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,414289.0,rod-shaped,1.35,1.35,0.65,0.65,0.37607482057347813,0.37607482057347813,2.756747553525044,0.37607482057347813,0.37607482057347813
5590,Gaetbulibacter saemankumensis,Gaetbulibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,311208.0,rod-shaped,3.75,3.75,0.45,0.45,0.5725552611167398,0.5725552611167398,5.301437602932776,0.5725552611167398,0.5725552611167398
160169,Galactobacter caseinivorans,Galactobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,2676123.0,rod-shaped,1.3,1.7,0.7,1.1,0.4105014400690663,1.2671090369478835,4.098183232767145,0.8388052385084749,0.721214312386848
160213,Galactobacter valiniphilus,Galactobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,2676122.0,rod-shaped,1.4,1.9,0.8,1.1,0.5696754678509491,1.457175392490066,4.80653409246933,1.0134254301705075,0.9111076080560785
133892,Galbibacter marinus,Galbibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,555500.0,rod-shaped,2.3,2.3,0.45,0.45,0.3419427253891641,0.3419427253891641,3.2515483964654357,0.3419427253891641,0.3419427253891641
134228,Galbibacter mesophilus,Galbibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,379069.0,rod-shaped,2.0,2.0,0.6,0.6,0.5089380098815465,0.5089380098815465,3.7699111843077517,0.5089380098815465,0.5089380098815465
11934,Galenea microaerophila,Galenea,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,1136073.0,rod-shaped,1.0,1.0,0.45,0.45,0.13518665887478581,0.13518665887478581,1.413716694115407,0.13518665887478581,0.13518665887478581
130813,Gallaecimonas xiamenensis,Gallaecimonas,"Gammaproteobacteria, not assigned to family",Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,745411.0,rod-shaped,3.15,3.15,0.55,0.55,0.7048294018022601,0.7048294018022601,5.442809272344316,0.7048294018022601,0.7048294018022601
140312,Galliscardovia ingluviei,Galliscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,1769422.0,rod-shaped,1.3,2.1,0.4,0.6,0.1466076571675237,0.5372123437638546,2.5429441212094592,0.34191000046568915,0.2806411287047803
140515,Gelatiniphilus marinus,Gelatiniphilus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1759464.0,rod-shaped,1.1,3.4,0.3,1.1,0.07068583470577035,2.882673059056435,3.490138357117736,1.4766794468811026,0.45140242728992996
134131,Gelidibacter gilvus,Gelidibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,59602.0,rod-shaped,5.0,5.0,0.5,0.5,0.9490227807719166,0.9490227807719166,7.853981633974483,0.9490227807719166,0.9490227807719166
134132,Gelidibacter salicanalis,Gelidibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,291193.0,rod-shaped,8.5,8.5,0.5,0.5,1.636246173744684,1.636246173744684,13.351768777756622,1.636246173744684,1.636246173744684
158276,Gellertiella hungarica,Gellertiella,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1572859.0,rod-shaped,1.1,2.1,0.4,0.6,0.12147491593880536,0.5372123437638546,2.3391683735815043,0.32934362985133,0.25545611032035004
162600,Gemmobacter aestuarii,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1445661.0,rod-shaped,1.9,5.4,0.8,1.1,0.8210028801381326,4.7833366144782605,9.439845561054248,2.802169747308197,1.981699557742504
133579,Gemmobacter aquaticus,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,490185.0,rod-shaped,1.0,1.6,0.5,0.6,0.16362461737446837,0.3958406743523139,2.1765592370810616,0.27973264586339114,0.25449809209923147
133857,Gemmobacter fontiphilus,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,642250.0,rod-shaped,2.25,2.25,0.9,0.9,1.24053639908627,1.24053639908627,6.3617251235193315,1.24053639908627,1.24053639908627
134036,Gemmobacter lanyuensis,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1054497.0,rod-shaped,2.0,2.0,0.45,0.45,0.2942297869627691,0.2942297869627691,2.827433388230814,0.2942297869627691,0.2942297869627691
164373,Gemmobacter lutimaris,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,2306023.0,rod-shaped,2.9,3.1,0.6,0.8,0.7634070148223197,1.424188669627373,6.526049104288198,1.0937978422248462,1.0427059129131298
133682,Gemmobacter nanjingensis,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,488454.0,rod-shaped,1.0,1.2,0.5,0.6,0.16362461737446837,0.2827433388230814,1.8849555921538759,0.22318397809877488,0.21509014535795534
13655,Gemmobacter nectariphilus,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1121271.0,rod-shaped,1.65,1.65,0.7,0.7,0.5451972250917286,0.5451972250917286,3.628539514896211,0.5451972250917286,0.5451972250917286
141098,Gemmobacter straminiformis,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,4.5,6.5,0.6,0.8,1.21579635693925,3.133215073180221,11.771543900070823,2.1745057150597353,1.9517559969114116
133896,Gemmobacter tilapiae,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,875041.0,rod-shaped,1.25,1.25,0.4,0.4,0.1403244718603441,0.1403244718603441,1.5707963267948966,0.1403244718603441,0.1403244718603441
130339,Geoalkalibacter subterraneus,Geoalkalibacter,Desulfuromonadaceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria,483547.0,rod-shaped,3.0,3.0,0.55,0.55,0.669191960138101,0.669191960138101,5.1836278784231595,0.669191960138101,0.669191960138101
1450,Geobacillus lituanicus,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,169283.0,rod-shaped,4.4,5.8,1.1,1.4,3.8330048367673473,8.210028801381327,19.69475434338628,6.021516819074337,5.609730840752865
166233,Geobacillus proteiniphilus,Geobacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,860353.0,rod-shaped,3.2,4.5,0.3,0.8,0.21912608758788812,2.127905424031487,5.840321293402001,1.1735157558096876,0.6828466814190912
1419,Geobacillus stearothermophilus,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1422.0,rod-shaped,2.0,3.5,0.6,1.0,0.5089380098815465,2.4870941840919194,6.4383490496069955,1.4980160969867329,1.1250674488401617
